🔴 Na koturnach trudno schodzi się ze sceny | LIVE #34
🔗 https://www.youtube.com/watch?v=PTPpN5rhl3k

140:  KONIEC!
445:  Wszyscy czekają z niecierpliwością na Reksia, wyjąwszy biednego Krzysztofa, który nie umie kompletnie w gry platformowe, zręcznościowe i logiczne, które nazywa złośliwie grami nielogicznymi.
456:  To więc Reksio jest tym wszystkim, więc będzie bardzo ciekawie.
461:  Widziałem taką piramidę na jakimś szkoleniu, myślałem, że to taki żart, pisze Marta Szczepani.
464:  Piramida Masłowa, gdzie jest właśnie internet na szczycie.
467:  O nie, nie, to absolutnie nie jest żart, zdecydowanie.
469:  Twój film o Citavi właśnie ułatwia mi pisanie pracy magisterskiej przez Skyler.
472:  Bardzo się cieszę, moi drodzy.
473:  Dla tych z was, którzy nie wiedzą, czym jest Citavi, to może szybkie wyjaśnienie.
477:  To jest taki radosny programik.
478:  Ja wypada, gdybyście nie widzieli tego filmu, bo on był dość zakamuflowany, to znaczy nauczyciele
483:  Nienawidzę go, bo używa programu do bibliografii, czy coś w tym stylu.
485:  Jakiś taki dziwny clickbaitowy tytuł dałem.
487:  Natomiast to jest taki, teraz się przerazicie, będziecie mieć flashbank.
490:  3, 2, 1, to jest flashbank.
494:  Więc tutaj macie mojego własnego Citaviego z kategorii groznawstwa.
498:  Jak widzicie, tu jest 389 prac naukowych i nad nimi będę teraz siedział, bo akurat piszę tekst.
504:  I wyobraźcie sobie, że teraz musicie dla każdej z tych prac ręcznie wypisywać te wszystkie dane.
509:  Dla 389 prac, a cytowanych wiele razy, a nie wspominam nawet o tym, że jeżeli macie pracę zbiorową, no to możecie na przykład cytować 12 rozdziałów z jednej książki i musicie dla każdego przygotować osobno wpis, a tutaj one się ładnie podpinają do głównej
526:  części, to jest w 4K jakość, więc powinniście mniej więcej to móc zobaczyć, wiem, że to jest strasznym petitem, ale nie mam możliwości skalowania interfejsu, więc program Chitavi polecam i to tak zdecydowanie mnie on autentycznie uratował pisanie i szybkość pisania przede wszystkim, a i wiecie co jest jeszcze najlepsze, przez to, że jest tutaj taka kolekcja tekstów, ja autentycznie w tą stronę, ja autentycznie wiem,
545:  co znam i co przeczytałem, bo to się autentycznie w którymś momencie zapomina.
550:  Macie możliwość taką, że jeżeli przetworzycie dużą liczbę tekstów, to w którymś momencie nie będziecie wiedzieli, co przeczytaliście, a jeżeli ktoś robi z tego notatki jeszcze, to może sobie do tego programu je podpiąć radośnie.
561:  Więc cieszę się ogromnie.
562:  Dziękuję Ewo za trybut.
564:  Jak tam humor, jak tam sesja poprawkowa?
565:  Sesja poprawkowa na szczęście na AGH-u we wrześniu, ale mamy za to dwa terminy wrześniowe.
569:  To jest ciekawe.
570:  Mamy termin drugi i mamy termin trzeci.
572:  Więc zobaczymy, jak to będzie wyglądało.
573:  Ja już wkraczam, to znaczy mam już urlop oficjalnie, co oznacza, że wkraczam w fazę pisania tekstów naukowych, bo w ciągu roku akademickiego naprawdę dzisiaj nie da.
582:  Napisałem w bólach jeden tekst, on świeżo wyszedł.
586:  Był bodajże o interfejsach użytkownika w grach wiadomościowych,
588:  wideo i o tym, czy interfejsy mogą być realistyczne, czy nie mogą być realistyczne.
592:  Jest w razie czego na moim Research Gate, więc jeżeli ktoś jest zainteresowany, to może się wklikać.
596:  Tak samo w Google Scholarze.
597:  Generalnie we wszystkich moich miejscach, gdzie ja się pojawiam, ten link tam jest.
602:  I pisałem ten tekst chyba, nie wiem, z 4,5 miesiąca bodajże.
606:  No więc teraz mam trochę więcej luzu, bo nie ma dydaktyki i mogę się skupić w pełni na pisaniu tekstów naukowych.
611:  W planach są dwa, może nawet będzie trzeci, bo jeszcze
615:  CD Action bardzo mnie prosi o to, żebym napisał coś dla nich.
617:  Mam nadzieję, że mi się uda.
618:  Się zobowiązałem.
619:  Teraz to się nagrało, więc jeżeli mi się nie uda, to będę miał tym bardziej dla siebie duże pretensje.
625:  Dziękuję jeszcze.
626:  Nie wiem, co tu napisać za odnowienie wspierania.
627:  Bardzo i wszystkim, którzy trybu
630:  Dziękuję bardzo.
631:  Krzysztof pisze, Tomek, zacząłem grać w Baldur's Gate 3, powiedz mi proszę, w swoich streamach narzekałeś na interfejs, epikwipunek jest tragiczny.
637:  Wiesz co, to jest zabawne, teraz wywołałeś mnie, ja muszę wam to pokazać, jeżeli oczywiście to znajdę, co jest bardzo mało prawdopodobne, mianowicie dokładnie o tym piszę w tym tekście.
648:  który świeżo wyszedł.
649:  I porównuję to z ekwipunkiem z Divinity Original Sin 2.
653:  Ja wam to pokażę, bo myślę, że w takiej sytuacji, jak już zostało to wywołane, to warto.
658:  Rzecz wyszła w czasopiśmie o dźwięcznej nazwie Q-Art.
662:  I swoją drogą tutaj macie przykład tego, że rzeczywiście, jeżeli coś ogrywamy na live'ach, to to trafia później do tekstów naukowych.
667:  Macie Niedomagania Nixa z Dark Souls 3.
670:  Z Dark Souls 1, przepraszam.
671:  No i teraz porównanko.
673:  Ja wiem, to jest czarno-białe.
675:  Ale to jest ekwipunek w Baldur's Gate'cie.
677:  Czekajcie, może mi się nawet uda to jakoś ładnie, nie, nie w tę stronę, powiększyć.
681:  O, w ten sposób.
682:  Może odrobinkę wam powiększę w ten sposób.
684:  A tutaj macie ekwipunek z Divinity Original Sin 2.
687:  Znaczy to wygląda jakby była nowocześniejsza gra od tej.
690:  Pfff.
691:  A jest na odwrót.
691:  To, co dobrego robi rzeczywiście Baldur, to daje możliwość wyszukiwania elementów ekwipunku, czego nie daje Divinity Original Sin.
698:  Więc to jest ten powód do dyskusji długiej, która się ostatnio toczy, że gry wideo w zasadzie nie mają ewolucji, teraz tylko dewolucję, to znaczy cofają się w rozwoju.
707:  Strasznie mnie to martwi.
707:  Jak teraz wróciliśmy na kanale do gry w Command & Conquer 3, to zdumiałem się, to jest 2007 rok, moi drodzy, jak bardzo od tego czasu się zmieniło na złe.
719:  Na gorsze.
720:  I to jest martwiące i tylko pokazuje, że potrzebujemy jakiejś standaryzacji.
724:  To znaczy w obszarze projektowania interfejsów użytkownika w aplikacjach różnych mamy standaryzację pełną.
729:  Nie wiem, za każdym razem macie hamburger menu, te śmieszne trzy kreseczki, wiadomo co to znaczy.
734:  A w grach wideo takiej standaryzacji po prostu nie ma.
737:  I szkoda.
738:  Frydsonek pyta, jak mijał wakacje, czy planuje gdzieś wyjechać.
741:  A czy plan jest taki, żeby wyjechać w którymś momencie, ale w październiku?
745:  bo ja bardzo źle znoszę upały i chciałbym wyjechać do Grecji, przy okazji niestety konferencji to jest, więc mam nadzieję, że mi się uda zredukować maksymalnie pobyt na konferencji, ale też jadą moi studenci, więc wiecie, to nie jest tak, że sobie przyjdę jednego dnia, ale dwójka studentów z koła naukowego, którym się opiekuję, to będzie groznawcze koło naukowe teraz wedle nowej nazwy, obejmujące kierunek, który nowo powstaje na AGH, będzie od roku akademickiego 2025,
774:  2026 i jeszcze Wam o tym powiem.
776:  To znaczy, to będzie kierunek groznawczy, wreszcie.
780:  Projektowanie gier tak w trzech czwartych od strony informatycznej, bo to jest jednak AGH, w jednej czwartej od strony humanistycznej, nazwijmy to, czyli narracyjnej, światotwórczej.
789:  No i będzie to koło naukowe, które już funkcjonuje w tym momencie, więc jestem mega dumny z ludzi, którzy się dostali naprawdę na konferencję międzynarodową, gdzie dostajecie dwie recenzje swojego zgłoszenia, ślepe recenzje autorstwa zagranicznych profesorów
802:  Więc jeżeli się studenci na to dostają, to duma, naprawdę.
805:  No więc nie mogę nie przyjść na ich referaty, tak?
808:  Do tego zmierzam.
809:  Dlatego też mimo, że to jest w okolicach Aten i jest blisko do Akropolu, który mógłbym wtedy zwiedzić, to nie wiem finalnie, czy mi się uda wygospodarować więcej niż dwa dni.
819:  Więc wiecie, to jest taki urlop mech.
822:  Więc mam nadzieję, że mi się uda w przyszłym roku to trochę odrobić, albowiem w przyszłym roku w semestrze zimowym biorę sobie urlop naukowy.
828:  Urlop naukowy polega na tym, że piszecie wyłącznie teksty, nie macie dydaktyki, koniec.
832:  Długiej dygresji na temat wakacji i tego, dlaczego ich nie ma.
836:  Kto może wrzucać na ResearchGate?
837:  Pyta Astray.
838:  Rozumiem, że osoby z wykształceniem wyższym, czy można mieć magistra i licencjat?
841:  To znaczy licencjat to już jest wykształcenie wyższe, moi drodzy, przypominam.
845:  W związku z powyższym, jeżeli ktokolwiek z was ma licencjat, to pamiętajcie, że ten licencjat was uprawnia do tego, żeby się legitymować wykształceniem wyższym.
853:  W związku z powyższym, jeżeli sobie szybko wbijemy jakiegoś ResearchGate'a, ResearchGate, to
860:  W momencie, w którym się zaczynacie logować na te platformy, gdzie można publikować teksty naukowe, jedyne co trzeba mieć, chyba z tego co pamiętam, to jest końcówka edu, więc fajnie jest, jak się jest jeszcze studentem, albo studentką, osobą studiującą, wbić sobie na ResearchGate'a, na wszelki wypadek, nie?
874:  Nic się nie stanie, jak sobie założycie kolejne konto gdzieś, prawda?
877:  Nic się nie stanie.
878:  Więc wbijcie tam, zalogujcie się, tak samo załóżcie sobie konto w Google Scholar, tam też można mieć, tylko wtedy, jeżeli ma się tę końcówkę edu w poczcie swojej, więc...
888:  Osoby studiujące radu, radu, mogą to sobie radośnie zrobić.
893:  Natomiast cała reszta niestety nie, więc to jest troszeczkę słabe i mam nadzieję, że powstanie coś lepszego.
897:  Ale jest jeszcze druga rzecz, która jest bardziej skamem i na to się nie łapcie.
901:  To znaczy jest portal, który się nazywa Akademia Edu i autentycznie słyszałem, że jacyś ludzie, którzy robią skamy naukowe mówią, że ja mam opublikowany artykuł w Akademii Edu.
911:  To jest tak, by powiedzieć, mam opublikowany artykuł na Facebooku, okej, to jest tak samo żenujące, więc to, że to się nazywa Akademia Edu nic nie znaczy, to jest po prostu portal, to jest fejs dla naukowców, gdzie sobie możecie też wrzucić teksty, tyle że ten fejs dla naukowców akurat działa gorzej od ResearchGate, a dlatego, że cały ten serwis jest zaprojektowany po to, żebyście jak najwięcej im płacili, więc oni będą tam wam mówić, wiecie, tak, jak to się mówi, zwłaszcza wtedy, kiedy mamy do czynienia ze środowiskiem wysokokompetytywnym, że słuchaj,
939:  Zapłać, zapłać, bo zobacz, jak zapłacisz, to tutaj jest 3780 wzmianek.
947:  Krzysztof Maj, o, to zapłać nam, zapłać, to my ci pokażemy, pogłaszczemy twoje ego, zobacz, ile dziecię cytują, ojojojoj.
960:  Po czym płacicie to i się okazuje na przykład, oczywiście, że to przetestowałem, że tak, jest 3870 wzmianek Maja,
969:  I Krzysztofa osobno.
971:  Więc Majów jest jak psów, Krzysztofów jest jak psów, w związku z powyższym ta czereda jamników niestety w tym konkretnym przypadku nie jest sympatyczna, jest po prostu skamem, który sprawia, że płacicie za coś, za co nie powinniście płacić.
982:  Więc Akademii Edu nie polecam.
985:  Polecam natomiast ResearchGate'a także dlatego, że ma wygodniejszy interfejs użytkownika i fajnie się tam wszystko wrzuca.
991:  Jak się wpisuje w Wiedźmin 3 do projektowania interfejsu?
994:  W Wiedźmin 3 zrobi się jedną rzecz, która jest perfekcyjna.
996:  Możesz wyłączyć sobie interfejs, tak?
998:  Jeżeli ci przeszkadza mapa, jeżeli ci przeszkadza minimapa, nie musisz z tego korzystać.
1002:  Dla mnie to jest ideał, jeżeli możesz zapanować nad interfejsem.
1005:  To robiły stare gry, tak zwane.
1007:  Stare gry z 2007, Jezus Maria.
1009:  W każdym razie dawały wam możliwość kustomizacji, dostosowywania interfejsu do waszych potrzeb.
1015:  Więc najważniejsza rzecz ever, jaka w ogóle istnieje, żebyśmy mieli taką możliwość i żeby czuć sprawczość po prostu, żeby człowiek nie był sługą programu, tylko żeby program służył jemu.
1026:  I tylko o to w zasadzie chodzi.
1027:  Jeżeli ktoś na przykład mówi, że minimapa mów, chociażby w takich souls-like'ach, bo to wtedy zawsze się robi gorąca dyskusja, psuje doświadczenie, to jest odpowiedź jedna.
1036:  to se wyłącz.
1038:  Ale jeżeli nie mam możliwości jej włączenia, ponieważ w ogóle jej nie ma, a na przykład mam problemy z orientacją, no to wtedy mam problem, który nie wynika z moich umiejętności w grze.
1047:  I dlatego właśnie tę stronę interfejsów, nazwijmy to, związaną czysto z oprogramowaniem, powinno się moim zdaniem oddzielać od części interfejsów, która jest związana ze światem.
1057:  Czyli na przykład jeżeli macie, nie wiem, miksturę many, która odzwierciedla wam poziom rzeczonej many, to fajnie jest jak w Diablo, nie?
1066:  Jeżeli kojarzycie interfejsów Diablo, to szybko pokażę.
1069:  To fajnie jest, jeżeli to jest w takiej kuli ładnej, prawda?
1072:  O, tu mamy parę przykładów takich.
1074:  O, tu jest taka kula many i kula życia.
1076:  Dlaczego to się nie pokazało?
1077:  No dobra, jest.
1078:  I to wygląda ładniej niż taki pasek, bo pasek jest niezwiązany ze światem.
1084:  I w ten sposób się dzieli interfejsy na diegetyczne, czyli związane ze światem.
1087:  Diegesis to jest opowieść, narracja i niediegetyczne.
1091:  No więc interfejs niediegetyczny to jest na przykład to świństwo, które macie tutaj wokół na YouTubie, to jest niediegetyczne, ale na przykład jak jakiś streamer tworzy sobie własną grafikę, którą włącza w live'a, no to wtedy możemy powiedzieć, że to jest diegetyczne, bo jest wyprodukowane przez niego, jeżeli oczywiście jest zgodne z estetyką kanału i tak dalej, i tak dalej.
1111:  Więc to samo dotyczy się gier.
1114:  Fajnie, jeżeli interfejs jest w pełni diegetyczny, jest taki klasyczny przykładek gry, to znaczy Dead Space, w której gracie, nazwijmy to dla uproszczenia, wojownikiem przyszłości.
1123:  I wszystkie elementy interfejsu, które macie, one są tutaj.
1126:  To jest na przykład pasek życia, który jest częścią zbroi.
1128:  A jeżeli pojawia się, nie wiem, informacja na temat tego, ile zostało nam pocisków, jest niskie prawdopodobieństwo, że mi się uda znaleźć taki przykład, no to wtedy ona się wyświetla tuż obok broni.
1139:  Dlaczego?
1139:  No dlatego, że to jest
1140:  świat przyszłości, futurystyczny, więc możemy sobie założyć, że tam technika holograficzna, technologia holograficzna czy technologia interfejsowa będzie znacznie bardziej rozwinięta niż w naszej rzeczywistości.
1151:  Problem z projektowaniem takich interfejsów jest właśnie w światach fantasy, więc tam ludzie idą w jakieś stare pergaminy albo właśnie taką małą reprezentację butelki many albo mikstury życia i to wtedy wygląda w miarę estetycznie.
1163:  Więc to jest zawsze kwestia kompromisu między tym, czego potrzebuje użytkownik, a czego potrzebuje artysta projektujący jakiś świat.
1170:  Jezu, jakie to są piękne okazje, nawet nie wiedziałem, że jest to taki wybór, pisze QwQ, ja nie mam zielonego pojęcia, o czym mówisz, ale brzmi to jak pozytywny komentarz, więc to przeczytałem.
1179:  Przypomnienie, żebyś opowiadał, że o Papirka.
1181:  Przypomnienie zanotowane.
1183:  Krzysztofie, przed premierą Silksong i jak będzie ogłoszone, czy zrobisz Radiance?
1187:  Tak, myślę, że wrócimy sobie do Hollow Knighta tuż przed Silksong, żebym się poćwiczył troszeczkę i nie narzekał, jak wiecie, będzie znowu tak, że ja gram w
1194:  kolejną, nową grę w ciągu danego tygodnia i muszę się nauczyć znowu sterowania od zera, to tak, to jest trochę frustrujące, muszę przyznać.
1202:  I dlatego też jestem takim orędownikiem standaryzacji maksymalnej, na jaką sobie jesteśmy w stanie pozwolić.
1207:  Oczywiście cross-platformowo czy cross-gatunkowo często się nie da, no ale właśnie po to, żeby się przygotować do Silksong, myślę, że fajnie będzie, jeżeli sobie wrócę do Hollow Knighta, zwłaszcza, że Hollow Knighta bardzo polubiłem.
1218:  ale po prostu troszeczkę się zmęczyłem, to znaczy myślę, że już granie długie w grę, która jednak jest zręcznościowa dla mnie jest dość dużym wyzwaniem, dlatego też przełączyłem się na inne tytuły, ale to wcale nie znaczy, że porzucam to, wiecie, jak chociażby Dragon's Dogma, nie, nie, nie, to nie jest absolutnie ta kwestia.
1233:  Dragon's Dogma jest dla mnie grą, która jest po prostu niemożliwa dla mnie do zagrania kiedykolwiek, bo jestem do niej niesamowicie już zrażony.
1240:  Ewa jeszcze podrzuca, że oprócz Citeviego jest Zotero i Mendeley.
1243:  Tak, na Zotero moi studenci zwykle narzekają, ponieważ ma okropny interfejs, właśnie, i często jest tak, że w naukach humanistycznych nie obsługuje standardów cytowania, które są dla nich właściwe.
1254:  Z Mendeleyem z kolei jest ten problem albo zaleta, że on jest raczej na Macie, więc jeżeli ktoś ma Maca, no to wtedy ten program fajnie tam współpracuje.
1260:  Na Windowsu też jest oczywiście wersja, ale
1262:  Zawsze miałem wrażenie, że Mendeley fajnie współpracuje z Papers niż z pakietem Office, a na Windowsach pakiet Office jest częstszy, zresztą na uczelniach w ogóle wymaga się oddawania dokumentów w DocX, tak samo jak w wydawnictwach, wszyscy pracują na standardzie Windowsowskim, to jest nawet wypadek, gdyby ktoś mówił, ale jest OpenOffice, ale jest LibreOffice, tak, ale wszyscy wydawcy, wszyscy korektorzy, wszyscy redaktorzy pracują na pakiecie Office'a, bo po prostu w ten sposób jest łatwiej.
1284:  Inaczej, i to mi się zdarza wielokrotnie, na przykład, jeżeli ktoś wyśle nawet 30-stronicowy dokument, ale on jest zapisany gdzieś w jakimś innym programie,
1292:  Rozszerzenie jest Windowsowskie, wszystko jest w porządku.
1294:  Ja to dostaję i nagle mi program zaczyna crashować albo spowalnia.
1299:  To jest najbardziej widoczne na śledzeniu zmian, czyli w tej opcji, gdzie najczęściej właśnie pracują redaktorzy i korektorzy.
1305:  Ja mam potrafię mieć na swoim kompie, który dzięki waszemu wsparciu dla kanału swoją drogą jest kompem z NASA, zdarza mi się, że po prostu mi frizuje Word na 30-stronicowym dokumencie, a na 650
1316:  stronicowym doktoraciem i nie frizował, więc coś jest nie tak, prawda?
1318:  No i tu chodzi niestety cały czas o ten konflikt jakiś, gdzieś on występuje, nie mam zielonego pojęcia, ale jestem w stanie postawić duże pieniądze, że to jest wina Microsoftu.
1327:  To na pewno nie jest wina ludzi, którzy projektują otwarte programowanie i chwała im za to.
1331:  Jeżeli ktoś może w takich programach pracować, super, ale zawsze to jest kwestia kompatybilności niestety z innymi, z którymi się współpracuje.
1339:  Miłoszu, dziękuję za 24 miesiące wsparcia.
1340:  Czy będzie ogrywany jeszcze Wiedźmin trzeci?
1342:  Planuję, jak wyjdzie remaster Wiedźmina pierwszego i Wiedźmina drugiego, żebyśmy sobie zrobili jeszcze raz Wiedźmina, zwłaszcza żebyśmy ogrywali to wtedy, kiedy ja jeszcze mogłem streamować w 1080p, a Wiedźmin zasługuje na to, żeby go pokazać ładnie.
1354:  Natomiast nie wiem, kiedy wyjdzie remaster jedynki.
1356:  Wiem, że remaster jedynki się przedłuża, że były tam jakieś rotacje w zespołach, szczegółów nie znam, ale na pewno nie będzie to, znaczy na pewno.
1365:  Wszystko, znaki na niebie i ziemi wskazują, że nie będzie to przed Wiedźminem czwartym.
1369:  Wydawnictwo Pruszyński szczeliło sobie w stopie absolutnie oburzyło pisarski światek masowymi odwołaniami od umowy tylko polskich autorek.
1375:  Nie słyszałem o tym w ogóle posolona.
1377:  Wygląda to strasznie.
1378:  Jak mi się korzysta z OPRGX?
1379:  Testuję OPRGX właśnie, to znaczy ja stwierdziłem, że nie będę przesiadał się na jakąś nową przeglądarkę dlatego, że mówią mi o tym youtuberzy, tylko zacznę testować i żyłuję ją.
1390:  Na razie już widzę, że mam jeden zasadniczy problem, mianowicie niektóre pluginy
1395:  nie funkcjonują natywnie w Operze, na przykład właśnie plugin do Citaviego, tylko trzeba je instalować z Google Store, więc już widzę, że może być jakiś problem, ale jeszcze z tego nie korzystałem, więc na razie mam taki kompromis, że z przeglądarki Opery korzystam pod streamy, natomiast z mojej własnej przeglądarki korzystam do pracy i to wygląda na razie na dobry kompromis i też mogę te dwa środowiska od siebie izolować, więc
1417:  Myślę, że rzecz, która mi się najbardziej podoba w operze, to to, że mogę sobie odpalić Mass Effecta na stronie głównej.
1423:  To wygląda ładnie.
1423:  To, co mi się nie podoba, to to, że
1425:  Słuchaj, mi się tutaj reklama i to mnie denerwuje, nie znoszę reklam we wszelkich postaciach i we wszelkich przejawach.
1432:  Powiem ci z perspektywy studenta technicznego, że Zotero zawiera kilka dodatkowych opcji, których nie ma w Citavi.
1436:  O widzisz Adamo i to jest dobry argument.
1438:  Więc tylko trzeba zaznaczyć, że Citavi to może być taki dobry, no powiedzmy gateway drug, czyli jakiś punkt dostępu dla ludzi, którzy jeszcze nie obsługiwali takich programów,
1447:  I potem, jeżeli zobaczysz, że tego rodzaju funkcjonalności są niedostępne, tam idziesz dalej.
1452:  Tylko z tego, co pamiętam, i Citavi 5 oraz Zotero są darmowe, natomiast inne programy bardzo często są płatne.
1461:  Uff.
1462:  Jakie książki w temacie groznawca dla totalnych laików lubiących gry?
1465:  Jest, moi drodzy, jedna książka, którą polecam naprawdę z całym sercem i uważam, że jest najlepsza z wszystkich polskich, jakie możecie przeczytać.
1474:  Tylko się wklikam do mojej dość dużej biblioteczki.
1477:  Co jest, swoją drogą, strasznie smutne, bo wiecie, jak ja bym bardzo się chciał podzielić z wami moimi dużymi zasobami, a niestety nie mogę, ponieważ wszystkie PDF-y, które mam, no, pozyskałem.
1489:  pozyskałem z różnych źródeł, w związku z powyższym nie mogę się nimi dzielić inaczej niż nieoficjalnie.
1495:  Więc gdzie jest Piotr Kubiński?
1497:  Już go szukam.
1498:  Może ja po prostu wyszukam, mam tego bardzo dużo.
1502:  Piotr Kubiński, gry, wideo, zarys poetyki, moi drodzy.
1504:  Niestety nie mam okładki, więc to nie wygląda jakoś szczególnie ładnie, ale to jest książka pisana naprawdę przystępnym językiem.
1510:  Fajne jest to, że Piotr przede wszystkim zadbał o to, żeby książkę bardzo ładnie zilustrować.
1517:  Oczywiście jak na złość nie pokaże mi się żadna ilustracja, ponieważ wiecie dobrze, jak to wygląda zawsze, ale przysięgam wam, są ilustracje, proszę bardzo.
1524:  Mówiłem, że są ilustracje i zaczyna bardzo ciekawie od iluzji,
1528:  i przechodzi od iluzji do imersji, czyli zjawiska zanurzenia.
1531:  Jak widzicie, jeżeli ja gdzieś coś zaznaczam, to znaczy, że to jest ważne.
1534:  No i właśnie jest bardzo dużo też odniesień do innych mediów, nie tylko gier wideo, a potem jest część najlepsza absolutnie, to znaczy właśnie analiza interfejsów w różnych grach wideo.
1544:  Od bardzo znanych klasyków typu Doom przez właśnie Cities Skylines czy Simsy, proszę bardzo, ale równocześnie są
