🔴 Oblężenie Sarajewa — COMMAND & CONQUER: TIBERIUM WARS Livestream #2
🔗 https://www.youtube.com/watch?v=nb7GjDFGBuE

16:  Dzień dobry.
809:  Gromowładna Moczy Morda, Lemadowski M, Sunday, Magdalena Grotnicka, Aleksander Litwin, Ukryty Knastal X otrzymują wsparcie i kszksz oraz Iwo Fterrel.
819:  Krzksz to będzie wspaniały nick do wyczytywania.
822:  Wad Jega, Dziki Węgosz, Takosz, dziękuję najserdeczniej.
825:  Raz jeszcze, moi drodzy, mamy, jak widać, wszystkie nasze misje idealnie rozstrzygnięte.
832:  Co jest... Bez przerwy YouTube włącza mi... Czekajcie, muszę wyłączyć reklamy.
836:  Ja po prostu dostanę szału z tym.
839:  YouTube mianowicie szaleje absolutnie.
843:  I nie mogę na to pozwolić.
845:  Dobrze.
848:  Dzień dybry.
848:  Witamy Aleksandrę.
850:  Good morning.
852:  Dobrze.
854:  Sarajewo.
855:  To jest to, komendantze.
856:  Moment, na który czekaliśmy.
858:  Część do kończenia tej wojny, raz i za wszystkim.
860:  Nowe inteligencje mówią, że Kane jest zamknięty wewnątrz Tempela Prima.
865:  Ale miejsce jest jak portret, i mają pewien typ technologii oświetlenia, która go chroni.
869:  Spójrzcie.
875:  Ooo!
877:  Pamiętam tę misję.
881:  Czy zauważyłeś, że w każdej grze od Westwood Studios najsilniejsze jednostki w grze dało się poznać po tym, że miały najniższy i głęboki głos?
887:  Dajcie spokój, nie wiedziałem tego, nie zauważyłem tego.
891:  Mam nadzieję, że z głośnością jest dobrze.
893:  Stream bez oległości nadrobione, teraz można pracować, pisze ostatnie słowa.
896:  Nie mówimy teraz o pracy.
897:  Nie mówimy o pracy.
899:  Więc...
904:  Rożegnaj misję.
906:  Kane organizuje swój ostatni punkt oporu na terenie głównej świątyni znajdującej się w Salewie, a tymczasem Kruszynka Iska trybutuje, za co dziękuję.
912:  Czy widziałeś Nobody Wants To Die, Krzysztof Graf, Studio Wrocławia, Retro, Futuryzm, Cyberpunk, Lekki Detektywistyczny, naładnił się.
917:  Widziałem Urysława, widziałem Pingwina Zero, czyli Jezusa Internetu i YouTube'a.
925:  Ja bym się strasznie wynudził, szczerze.
927:  Myślałem, czy byśmy w to nie zagrali w poniedziałek na przykład, albo we wtorek, ale chyba nie dam rady.
934:  To mi przypomina inaczej.
936:  Mam wrażenie, że to jest gra z 2004 roku, a grając w grę, która jest faktycznie z 2004 roku, mam wrażenie, że z 2020 roku.
944:  Taki drugi wariant wolę.
949:  Twoim zadaniem jest eliminacja obrońców, zniszczenie kompleksu otaczającego świątynię i unieszkodliwienie wież zakłócających energię jonową, które chronią ten obszar przed bronią energetyczną.
957:  W ten sposób centralne dowództwo GLOBAL DAXHUND INITIATIVE będzie mieć większe pole manewru, zwłaszcza, że dzieła jonowe są niemal w 100% sprawne.
965:  Pamiętaj jednak, że Kane wraz ze swoimi ministrami do spraw nauki HA!
968:  HA!
968:  HA!
969:  To się źle kończy.
970:  Pracował nad stworzeniem urządzenia na ciekłe tyberium.
973:  Wewnątrz głównej świątyni znajduje się więc broń o pokaźnej sile rażenia.
975:  Nie wolno ci użyć dzieła jonowego na głównej świątyni bez uprzedniego pozwolenia.
978:  W ten sposób mogłoby wybuchnąć zmagazowane tam ciekłe tyberium.
982:  Okoliczne złoża tej substancji na terenie strefy są w stanie spowodować potężną reakcję łańcuchową.
985:  Ogromny wybuch zabiłby miliony ludzi.
987:  Stąd taka decyzja musi zostać podjęta na najwyższym szczeble dowództwa.
990:  Global Dachshund Initiative.
992:  Dziękuję wyznawcy roga tego szczyta za trybut.
995:  Zielona rzecz na czacie.
996:  Spaczeń.
997:  Tak, tak.
998:  Spaczeń dla jamnikawanów.
1001:  Tak.
1002:  Czy to jest jamnik spaczeniowy?
1003:  Dlaczego nasz biedny, śpiący jamnik jest przezywany jamnikiem spaczeniowym?
1008:  Ja się pytam.
1011:  Czy Kane korzystał z rad magistra Bartosiaka?
1013:  Ewidentnie, moi drodzy.
1014:  Myślę, że magister Bartosiak do spółki z Collegium Tumanum oraz Przemysławem Czarnkiem tworzyli grono ministrów do spraw nauki.
1023:  Tak było.
1025:  Nie zmyślam.
1027:  Gramy.
1030:  O!
1032:  Wiele razy tu jeszcze wrócimy, hehe.
1042:  Dobrze.
1043:  Oblężenie, oblężenie tej bazy proste nie jest, moi drodzy.
1048:  Enemy units sighted, świetny początek.
1053:  Doskonały początek.
1056:  Przejechać ich, przejechać ich, natychmiast przejechać ich.
1061:  Unit lost już tak szybko?
1063:  Jezus Maria, co tu się dzieje?
1065:  Dobrze, moi drodzy, szybko się trzeba rozłożyć z bazą.
1072:  Żeby nie poginęli, żeby nie poginęli.
1076:  Na łatwym nie jest strasznie, nie gramy na łatwym, gramy na trudnym.
1082:  Dobra, lecimy z dźwigiem wpierw.
1087:  Jesus Christ, wycofaj się, wycofaj się, wycofaj się.
1093:  Ja lubię oblężenia, ale nie tak bardzo.
1095:  Dobrze robić bunkier natychmiast.
1097:  Do bunkra schowamy może... nie wiem kogo jeszcze, zobaczymy.
1100:  Gdzie jest dźwig, moi drodzy?
1101:  Ładnie dźwig w tym miejscu, świetnie.
1105:  Okej, taktyczny zapis.
1109:  Na wszelki wypadek, na wszelki wypadek.
1112:  Wam też ścięło?
1113:  Co ścina?
1114:  Nie żartujcie.
1115:  U mnie wszystko jest w porządku.
1116:  Proszę mnie nie przerażać.
1119:  Dobrze, świetnie.
1120:  Jest pierwsza elektrownia.
1123:  Teraz jeszcze baraki.
1125:  Dobrze, że nie ścina.
1126:  Bardzo dobrze, że nie ścina.
1127:  Przykro mi, jeżeli komuś ścina.
1130:  Dobra, kto tu jeszcze jest?
1132:  Granadierzy.
1132:  W sumie mogły być tutaj.
1133:  Czemu by nie?
1135:  Okej.
1137:  Trochę piechociarzy nie zaszkodzi.
1140:  I tak.
1142:  Myślę, że te dwie rafinerie będziemy mieli docelowo.
1144:  Mammoth tank.
1147:  Armor superiority.
1150:  Boże, jak ja kocham tę grę.
1153:  Widzę Sarajevo, to mam zawsze wrażenie, że będzie zbrodnia wojenna.
1156:  Niestety historia nas tego nauczyła, to prawda.
1159:  Tak, Sarajevo to jest największy punkt kombinacyjny w kampanii.
1161:  Chyba trzy razy tutaj wracamy, jeśli mnie pamięć nie myli.
1166:  Okej.
1167:  Potrzebujemy...
1172:  A, centrum techniczne, dobra.
1176:  Nie zdać nas na centrum techniczne jeszcze, musimy mieć drugą rafinerię.
1181:  Niski głos ma Mammoth Tank?
1185:  Faktycznie, macie rację, rzeczywiście.
1187:  Czemu ja tego nie zauważyłem?
1191:  Bystry jesteście.
1194:  Po prawej jest jeszcze więcej tyberium.
1196:  Jup, będzie trzeba oblegać tę bazę natychmiast.
1200:  Więcej tyberium to więcej radości.
1203:  Wyznawca Raga Tegoszczura dalej jest JamNikołajem.
1205:  Co to za szaleństwo na czacie?
1207:  Skumbrije w tomacie, Pstrąg, Hachimitsu, HanSeptile, Nikodem Świerkowski, Kussat otrzymują wspieranie, Aleksandra Łapot otrzymuje wspieranie, Adam Kuśmierski, Blazy oraz Nirnjev Arnojediet.
1219:  Wracamy do gram wspierających.
1220:  Sebastian, dziękuję najserdeczniej.
1221:  JamNikołaje dla JamNikołaja tradycyjne.
1223:  Niuch, dziękuję.
1225:  Dziękuję za wsparcie społeczności jamnikami, najlepsze wsparcie.
1229:  Dobrze.
1231:  Stać nas już na przynajmniej fabrykę.
1234:  Fabrykę posadowimy w tym miejscu tradycyjnie.
1237:  Dobrze, to jest ekipa, którą będziemy mieli pod dwójeczką.
1241:  Dwójeczka zawsze dobra.
1245:  Dobrze i centrum techniczne leci.
1247:  Podpięcie do sieci będzie tutaj, tutaj zrobimy sobie centrum.
1253:  Mammoth Tank zostań.
1255:  Dobrze.
1255:  O, o tak.
1256:  Ładnie, ładnie proszę.
1265:  Możesz ich ogranatować, dziękuję.
1271:  O bogowie, o bogowie, o bogowie.
1273:  Dobra, musimy mieć tutaj wieżyczkę, moi drodzy, bezwzględnie.
1276:  Wyznawca Legatego Oszula, dziękuję jeszcze za trybut, czy w komentarzu elementy fantasy?
1279:  No pewnie!
1281:  Magia!
1282:  która się pojawi w którymś momencie.
1285:  Jeszcze jej nie ma.
1286:  Oj, oj, oj, oj, oj, oj, oj, oj.
1289:  Niedobrze, niedobrze.
1289:  Potrzeba więcej.
1291:  Potrzeba więcej wszystkiego.
1294:  Tu jest ostro, moi drodzy, w tej misji.
1296:  Jest ostro.
1298:  O mój Boże.
1303:  Rozstrzelani są?
1304:  Dobrze, są rozstrzelani.
1305:  Świetnie.
1305:  Mammoth tank!
1307:  Ja cię błagam, dobrze.
1309:  Rifle squad.
1310:  Squad ready.
1311:  Idziemy.
1312:  Jestem bardzo amerykański dzisiaj.
1314:  I tak będzie.
1318:  Dobrze, ci grenadierzy tutaj.
1321:  Fajnie będzie sobie przyzwać w którymś momencie drużynę snajperów.
1324:  Ale do tego potrzebujemy jeszcze rzeczy.
1329:  Fuck.
1332:  Musimy zrobić w ten sposób, moi drodzy, nie ma wyjścia.
1342:  Okej, dziwne.
1349:  Tu jest okej.
1351:  Do, do, do, do, do, do, do, do, do, do, do, do, do, do, do, do, do, do.
1354:  Straciliśmy bunkier.
1355:  Czemu straciliśmy bunkier?
1358:  Ej, potrzebujemy tutaj więcej sił.
1360:  Może jeszcze jedną wieżyczkę.
1366:  Uwielbiam.
1368:  Wyzwanie, wyzwanie, dobre wyzwanie.
1370:  Bardzo dobre wyzwanie.
1372:  To są gry, w których jest dobre wyzwanie.
1374:  W odróżnieniu od tych współczesnych.
1378:  Wiecie co, przyzwyścaj może tę drużynę snajperów.
1381:  Na wszelki wypadek, bo tutaj się będą działy złe rzeczy.
1385:  Approaching drop zone.
1389:  Idzie tutaj ładnie, idzie ładnie, ładnie, dobrze.
1392:  Bunkry działają, o to chodzi.
1396:  I teraz tak.
1397:  Tutaj sobie zrobimy jeden bunkier na tyłach czołgu Mammoth.
1402:  Do eliminowania odrażających... rekieterów.
1409:  To nie są rekieterzy Raynora, więc dlatego są odrażający.
1415:  Dobra.
1416:  I tutaj jeszcze zrobimy dokładnie to samo.
1421:  Tam są częste ataki zauważyłem.
1422:  O właśnie, częste ataki ze strony ich!
1431:  Oho.
1437:  Tam.
1439:  Podczas snajperów tutaj zdecydowanie.
1445:  O bogowie!
1450:  To nie było troszeczkę za daleko.
1453:  To jest Command & Congress Tabirium Wars?
1455:  Tak jest?
1455:  Tak jest, YOLO, tak jest.
1458:  Tutaj nikogo nie ma, tutaj nikogo nie ma, dobrze.
1460:  Jeden czołg na tę stronę.
1463:  Myślę, że później jeszcze zainwestujemy w bojowe wozy piechoty.
1467:  Tak, zdecydowanie, przypomniałbym sobie tę nazwę.
1470:  Uuu, potrzebujemy ulepszone działka strumieniowe, bardzo potrzebujemy ich.
1475:  Squad ready.
1478:  I jeszcze jednej rzeczy nie mamy.
1479:  Nie mamy ochrony przeciwlotniczej.
1481:  A tutaj, z tego co pamiętam, będzie się działo.
1484:  Więc zrobimy parę pitbulli.
1490:  Nie podoba mi się to, co się dzieje z naszymi harwesterami.
1493:  Dobrze!
1493:  Czy jedyny z nas poznał przekształtowanie limitu czasu i pobędzania Gravertesa, to szybko klikać.
1497:  Nie!
1498:  Możesz... Właśnie nie Piotrze, dziękuję Ci za trybut.
1501:  Możesz zadecydować o tym,
1504:  kiedy wychodzisz z bazy.
1506:  I to jest coś, czego nie ma we współczesnych RTS-ach.
1508:  To ty decydujesz, kiedy zaatakujesz.
1511:  A we współczesnych RTS-ach jest niestety tak, że to gra decyduje, kiedy ty masz atakować i to jest bardzo irytujące.
1518:  Wiecie co, zrobimy sobie jeszcze drugą może fabrykę.
1522:  Bo ta fabryka jest w zasadzie tylko do leczenia.
1527:  Czy zbuduje superjednostkę?
1529:  Tutaj chyba jeszcze nie ma, z tego co pamiętam.
1531:  Chyba, że chodzi ci o superjednostkę w postaci bloku mieszkaniowego, ale tutaj jeszcze nie ma tych wspaniałych swoją drogą jednostek z OKOM-u, które zostały wprowadzone.
1541:  Ma w dodatku, tak mi się wydaje.
1545:  Dobrze, snajperzy się tutaj sprawdzają, powiem wam.
1547:  Bardzo dobrze się sprawdzają.
1549:  Ta flanka troszeczkę mnie niepokoi, dlatego tutaj sobie postawimy drugą fabrykę.
1555:  Tak, tutaj będzie druga fabryka, to jest dobre miejsce na drugą fabrykę, tylko że jest jeden problem, nie mamy tutaj zasięgu, więc musimy sobie stworzyć tego mierniczego, mierniczy moi drodzy, to jest lekki pojazd, który umożliwia rozbudowę bazy ponad zasięg wpływu.
1571:  To w StarCraft'cie jest tak, że trzeba szybko klikać i jest, wiecie, duża presja czasowa właśnie.
1576:  Czy Command & Conquer, Tiberium Wars 2 i 3 są warte polecenia?
1579:  Command & Conquer, Tiberium Wars i Kane's Wrath to są moim zdaniem gry bardzo warte polecenia.
1584:  Natomiast absolutnie należy unikać Command & Conquer 4, ponieważ to jest abominacja.
1589:  Czy pisamy jakiś artykuł o RTS-ach?
1592:  Nie, ale mogę polecić artykuł Szymona Kukulaka, który jest od tego roku pracownikiem mojego wydziału na temat właśnie serii Command & Conquer.
1602:  Skoro padło pytanie, no i widzicie, to jest kolejna piękna rzecz, którą można zrobić, to bodajże były czołgi Orientu, jeżeli mnie pamięć nie myli.
1611:  Orientu.
1613:  Tak!
1616:  Proszę bardzo, moi drodzy.
1617:  Czołgi Orientu.
1618:  Azja w strategiach.
1618:  Command & Conquer w świetle teorii postkolonialnej.
1620:  Już wam wrzucam artykuł.
1623:  Piękna sprawa.
1624:  I jest tutaj jak najbardziej o Command & Conquer.
1627:  To jest specjalny numer tekstów, drugi, który kiedyś współredagowałem.
1630:  I to jest jeden z nielicznych w ogóle tekstów o RTS-a, tylko z takiej ciekawej perspektywy właśnie bardziej interpretacyjnej.
1637:  Więc nie jest to groznawczy artykuł stricte.
1639:  To od razu uprzedzam.
1643:  Dobrze, mamy już ulepszenie, świetnie, świetnie.
1646:  Teraz tak, czy pitbulle mają też jakieś ulepszenie?
1648:  Tak, moździerz.
1649:  To mi mówiliście ostatnio, że warto byłoby dać moździerze pitbullom.
1652:  Zrobimy tak, moździerze nie wierzę.
1657:  Garbia się buntowa i strzela z bazylisku na pół mapy.
1660:  Gdzież to było, Robercie?
1663:  Gra decyduje, kiedy atakować, czyli jak rozumiem, chodzi o to, jak agresywny jest przeciwnik.
1666:  I nie, to ty decydujesz, kiedy atakujesz w tej grze.
1669:  Natomiast w grach współczesnych jest dokładnie na odwrót, to znaczy gra decyduje.
1673:  Gra ci narzuca, o, teraz musisz szybko przejąć punkt dowodzenia na przykład jakiś cholerny.
1678:  Idiotyczne to jest kompletnie.
1680:  Wiecie co, zrobimy jeszcze jedną rzecz, bo zauważyłem, że rzeczywiście jak są snajperzy w tych wozach piechoty bojowych, to może to lepiej zadziałać niż jak będą w bunkrze.
1689:  I wypróbujemy to teraz.
1692:  Znaczy, pan Sniper idziesz tutaj, drugi pan Sniper będzie za moment.
1695:  W ten sposób w ogóle nie będziemy mieć pieniędzy.
1698:  Ale co tam?
1700:  W Dawn of War było, ooo!
1702:  A w Dawn of War jedyneczka to było coś wspaniałego.
1705:  Tam można było właśnie rozbudowywać bazę, radość pełna i... Radość, radość, wielka radość.
1711:  Dobrze, weźmy jeszcze jednego strzelca w takim razie.
1715:  Co tu się dzieje?
1716:  O nie, oni znowu, to znowu oni!
1724:  Oj, niepokoi mnie to.
1728:  Jezus Maria.
1730:  Wiedziałem, że jest za pięknie.
1734:  Potrzebujemy tutaj więcej czołgów Mammoth, a Sniperów trzeba bardziej skitrać.
1740:  Albo właśnie dać do bojowych wozów piechoty.
1742:  Tak, damy Sniperów do bojowych wozów piechoty, bo w bunkrach będą niestety eliminowani za szybko.
1751:  To jest zasmucające.
1761:  Oj, oj, oj, oj, oj, oj, oj, oj.
1762:  Dobrze, jeszcze trzeba byłoby tutaj jakąś wieżę strażniczą ładną.
1767:  Tu jest APC, dajemy tutaj snajpera natychmiast.
1772:  Dobra.
1775:  Ooo, tak tam.
1778:  Ty się stąd nie ruszaj.
1780:  Masz być leczony za każdym razem.
1788:  Strasznie mnie niepokoją te ataki tutaj.
1791:  Nie wiem, czy nie będziemy potrzebować jeszcze jednej wieży strażniczej, może bardziej na szpicy.
1796:  Na razie pieniądze jeszcze mamy, ale trzeba już jakąś siłę ekspedycyjną robić.
1802:  Nie wiem, czy nie będzie lepiej w lotnictwo zainwestować, to jest pytanie.
1807:  Szymon Kukulak wykłada też na WSS Game Design, świetny człowiek.
1810:  Ale fajnie, że go znacie.
1812:  Super sprawa, Szymon się ucieszy.
1815:  Hmm.
1816:  No nie byłoby głupie zainwestowanie w lotnictwo, powiem wam.
1820:  Bo tutaj chyba się będziemy musieli cały czas bronić.
1822:  Tak mi się wydało.
1822:  Ojojojojojojoj.
1828:  Tak, tak, tak.
1829:  Te bunkry są niezabezpieczone.
1831:  Mhm.
1836:  Tak jest.
1836:  Czołgi.
1843:  Dobra, dobra, teraz sytuacja jest, sytuacja jest w miarę do pozytywna.
1852:  Jesteśmy, jesteśmy w stanie, myślę, bez problemu tworzyć te bunkry, bo to jest relatywnie tanie.
1860:  Power of many, o Jezus.
1866:  Dobrze byłoby wyeliminować ich.
1868:  Tak, lotnictwo będzie najlepsze.
1877:  Możemy też robić w ten sposób.
1880:  Czy czytałem coś z serii Warhammer 40.000?
1881:  Nie.
1885:  Okej, tu jest jeszcze jeden snajper.
1888:  Można snajpera dać tutaj, po tej stronie.
1891:  Niech stróżuje.
1891:  I jeszcze damy tutaj czołg Mammoth, na pewno.
1895:  Ale na razie trzeba zacząć inwestować w jastrzębie.
1899:  Oj, oj, oj, ale pieniędzy nie ma.
1901:  Ale nie ma pieniędzy.
1902:  Dlaczego zawsze nie ma pieniędzy?
1906:  Dobra, jest leczony, jest leczony.
1908:  I tutaj jeszcze czołg Mammoth by się przydał.
1910:  Aaa, w ogóle nie ma pieniądza.
1913:  Pytanie, która baza będzie lepsza.
1917:  Teraz sobie zrobimy mały zwiad lotniczy.
1921:  Potrzebujemy na pewno ulepszenia stratosferycznego, tylko nie pamiętam, gdzie się je researchuje.
1925:  Tutaj.
1925:  Boże, dwa tysiące to kosztuje.
1927:  Ale ulepszenie stratosferyczne pozwala szybko powrócić do bazy.
1930:  Genialne to jest.
1931:  Lore w pierwszym Gundam Conquer... NOD!
1933:  Przeprowadził prowokację, gdzie zniszczyli Białystok, żeby potem odwalić propagandę, że Białystok zniszczyło GDI.
1938:  Klasyczny NOD, klasyczny NOD, moi drodzy.
1941:  No jak tutaj jest sytuacja?
1942:  Ej, ej, tutaj nie ma bazy!
1946:  Coś mi tu nie gra.
1949:  Nie ma bazy, ale jest baza.
1953:  Okej, czyli jest wjazd do bazy.
1954:  No dobra, moi drodzy, to jest to do zrobienia, to znaczy... To znaczy potrzebujemy harwesterów.
1967:  stanowczo.
1968:  Czy oglądamy już Mass Express, francusko-futurystyczna animacja?
1971:  Właśnie jeszcze nie.
1977:  Mam nadzieję, że tutaj mnie akurat nie będą pospieszać, żeby zniszczyć moją tezę o tym, że w tych grach się nie pospiesza.
1983:  Mam taką ogromną nadzieję.
1989:  Jest jeszcze jeden... ...snajper.
1994:  Zbudujemy sobie jeden jeszcze wóz piechoty.
2010:  Przestań mi mówić o Ion Cannon!
2019:  Dobra, teraz tak.
2024:  Niech Snajper zacznie strzelać.
2030:  Nie podoba mi się to, co tutaj widzę.
2032:  Bardzo mi się nie podoba.
2037:  Okej.
2038:  Bardzo mi się nie podoba.
2040:  Gdzie jest w ogóle mój drugi harwester?
2042:  Ile mam harwesterów?
2044:  Mam jeden harwester?
2046:  Jezus, dwa mam harwestery.
2049:  Dobrze, już się przeraziłem.
2051:  A trzeci?
2053:  Czy ja nie robiłem trzeciego harwestera czasem?
2055:  Wydawało mi się, że robiłem trzeci harwester.
2059:  Bunkier z piechotą koło złóż?
2060:  Kurcze.
2061:  Tu by trzeba było nie piechotę, tu by trzeba całą armię, moi drodzy.
2070:  Not good, not good.
2074:  Ale z nimi możemy walczyć jeszcze, to nie jest problem.
2079:  Póki nie wysyłają piechoty, nie ma problemu.
2081:  Jak zaczynają wysyłać rzeczywiście wypalaczy, to wtedy jest kłopot.
2086:  Zniszczyli jednego Harvestera, mmm.
2090:  To wiele wyjaśnia.
2097:  Tak.
2098:  To był dobry ruch, żeby tutaj dać snajperów.
2105:  O tak, o tak, bardzo dobrze.
2109:  Bardzo dobrze.
2110:  I tutaj sobie damy jeden bunkier w tym miejscu.
2114:  Za linią wieżyczek.
2115:  Brother Demi, dzięki za dołączenie grań wspierających.
2119:  Szturmowcy w BWP-u mają praktycznie dwa razy większy zasięg i tak nie giną.
2122:  Wiem, wiem, wiem, wiem, ale... bojowe wozy piechoty są bardzo słabe, a szturmowcy są drodzy, więc wiecie.
2128:  Ciężka sprawa.
2130:  Więc tak.
2132:  Teoretycznie, jak zniszczymy te dwie wieżyczki, to możemy tutaj zrobić umocnienia i wtedy te złoża będą względnie bezpieczne, chociaż z tej strony też są natarcia, więc wiecie, ciężka sprawa.
2144:  Najbezpieczniejsze wydaje mi się zrobienie tak zwanego long distance mining.
2149:  Więc weźmiemy sobie dwa harwestery może.
2151:  Trzeba naprawić tę rafinerię tylko niestety.
2153:  To zawsze jest problematyczne.
2156:  Mamut zdobył maksymalną rangę.
2158:  Może się regenerować.
2158:  To prawda.
2159:  Fajnie byłoby, żeby ten mamut teraz zdobył większą rangę.
2162:  Może się uda.
2169:  Damy go tutaj.
2171:  O, panie!
2175:  God!
2176:  Niszczyć!
2177:  Zabijać!
2179:  Bardzo dobrze, bardzo dobrze.
2181:  Można było... Na idealnej sytuacji można byłoby jeszcze bazę bojową tutaj zbudować.
2187:  Po względu na swobodę najlepsze strategie to polskie F-2150 Reality Pump.
2191:  Mnie tak strasznie żal studia Reality Pump.
2194:  Marcinie, nie masz pojęcia.
2196:  Chciałem też... Ooo, tak!
2199:  Ci snajperzy, moi drodzy.
2200:  Dobra rzecz.
2203:  Dobra rzecz.
2207:  Tak, natomiast te bunkry, niedobra rzecz.
2211:  Bunkry niedobre tutaj.
2214:  Na ogniomistrzów.
2219:  O raz.
2220:  Gdzieś tutaj sobie zrobimy ten bunkier.
2224:  Najwyżej do niego wstawimy jednego rakietera, Raynora.
2228:  Silos needed, nie ma sprawy.
2229:  Robimy sobie dwa następne samoloty i budujemy... Nie, nie, nie, nie!
2232:  I budujemy sobie lotnisko.
2234:  I jeszcze jedną elektrownię.
2236:  Czy będę kiedyś sprawdzał Iron Harvest?
2238:  Nie głupi pomysł, może kiedyś się uda.
2240:  Spróbujemy teraz wysłać Harvestera i razem z nimi będzie stróżował ten czołg Mammoth.
2248:  Znaczy, zrobimy sobie konwój.
2250:  Konwój po mamonę.
2252:  Mecenat mnożenia mamony będzie.
2254:  Najlepsze.
2256:  Nie można dać równo.
2258:  Musimy tak.
2260:  Czy czytam coś obecnie?
2263:  Ciężko z tym jest, bo pracuję, więc głównie czytam teksty naukowe.
2270:  I trzeba było sobie zrobić przerwę, niestety, od czytania fantasy.
2273:  No i takie to jest życie smutne, moi drodzy.
2279:  Bunkier snajpera miał stać przeciwko miotaczami ognia.
2281:  Niestety, miotacze ognia czyszczą bunkier od razu, więc snajperzy są najbezpieczniejsi w bojowych wozach piechoty, moi drodzy.
2288:  Zaraz będziemy mieli lotnictwo i zacznie się, moi drodzy, zemsta na nodzie.
2293:  Oj tak.
2296:  Gdzie enemy units są?
2297:  Tutaj są.
2297:  Dobrze, dobrze, dobrze.
2299:  Awansuj, awansuj, ptyciu, ładnie.
2302:  Ślicznie awansuj.
2303:  Dobrze, good.
2306:  A powerful Sith you have become.
2310:  Się potwornie zawiodłem na Iron Harvest.
2312:  A czego oczekiwałeś, Kuba?
2313:  Bo jeżeli oczekiwałeś takiej, wiesz, opowieści jak tutaj, no to niestety, to już nie te czasy.
2322:  Ze smutkiem to stwierdzam.
2324:  Ale wiecie co?
2325:  Można byłoby ich tutaj dać do powojowych wozów piechoty.
2328:  Też.
2330:  Nie będą się tak ruszać głupio.
2334:  Oho, oho, oho.
2335:  Wiedziałem.
2339:  Dobra, potrzebujemy natychmiast tutaj snajpera.
2346:  Wewewewe.
2348:  Dobrze.
2349:  Rollin'.
2352:  Rollin'.
2353:  Rollin'.
2355:  They see me rollin'!
2357:  Dobrze.
2359:  Pożądam następnych snajperów.
2364:  Czy jest szansa na Dune Spice Wars?
2365:  No nie, właśnie strategia w nowym stylu.
2368:  Niestety.
2370:  Nie podoba mi się ten budynek, nie chcę go tutaj.
2372:  Są to ruiny, nie znoszę ruin.
2374:  Jestem przeciwko ludziom oświecenia, którzy konstruowali sztuczne ruiny.
2377:  Odrażające zwyczaj.
