🔴 Dachshund Ex: Rozłam długości — DEUS EX: ROZŁAM LUDZKOŚCI Livestream #1
🔗 https://www.youtube.com/watch?v=FxU3VMGYgb4

278:  Dzięki za oglądanie!
1252:  Swoją drogą wraca, moi drodzy, Adam Jansen ze swoim legendarnym głosem.
1256:  Oczywiście, że będziemy cyfrowym magiem.
1258:  Sasha Dickichian komponowała też muzykę do trzeciego Mass Effecta.
1262:  Same najlepsze rzeczy, moi drodzy.
1264:  Och, tak, te świetlówki wyglądają jak miecze świetlne.
1267:  To niech się jeszcze Disney uczy, jak robić miecze świetlne, tak?
1272:  straszny.
1273:  Deus Ex jeszcze pisze, Michał Karunc jest na gogu w promocji, opłaca się kupić.
1277:  Proszę bardzo.
1278:  Głośność jest odpowiednio głośna.
1280:  Gram na PS5.
1281:  Oczywiście, jak zawsze, używam kontrolera.
1284:  Odpalamy historię w takim razie i zobaczymy.
1286:  Nowa gra, moi drodzy.
1287:  Boże, mogę zrobić nową grę plus.
1289:  Nie, damy nową grę.
1290:  Nie, nie będziemy robili nowej gry plus.
1292:  Nowa gra.
1297:  Nie, nie, nie, nie, nie, nie.
1301:  Ale tak, zrobimy sobie Deus Exa, bo będziemy grali i wtedy na pewno będę chciał grać skradankowo.
1310:  Dobrze, ale to się może skończyć bardzo źle.
1315:  Film podsumowujący.
1316:  Możesz traktować Deus Ex Humankind Divided jako odrębną, samodzielną grę.
1320:  To nie jest prawda.
1321:  Możesz również doświadczyć wydarzeń z Deus Ex Human Revolution, które miały miejsce dwa lata wcześniej, oglądając dwunastominutowy film podsumowujący.
1327:  Let's go!
1329:  Dwanaście minut!
1333:  Let's go!
1335:  Ooo, tak!
1335:  Ooo...
1357:  O, patrzcie, też piękne połączenie, live action i CGI, tak jak należy.
1364:  Tak, w Command & Conquer.
1366:  O i tak.
1389:  Ty nigdy nie zapytałeś o to.
1390:  To wyglądało jakby nasz mercenariusz wstąpił do zespołu Sareffa, masakrując wszystkich na jego miejscu.
1395:  Trzy z Merków były mocno ograniczonymi tankami.
1398:  Ich misja?
1399:  Wyciągnąć Megan i jej drużynę.
1402:  Próbowałam ich zatrzymać, ale ich lider mnie wcielił przez okładziny.
1406:  Ostatnie co usłyszałem, kiedy jego kwiaty wcieliły się do mojego mózgu, to była śmierć Megany.
1413:  Powinienem z nią umrzeć.
1420:  Nie urywa się w tym miejscu muzyki!
1430:  Powinno być dłuższe, ale 6 miesięcy po moich odzyskaniach, Saref Industries został znowu zaatakowany.
1437:  Tym razem przez radykalną grupę prohumanistów-puristów.
1443:  Głupi, militanty i fanatycznie przeciwni ludzkości.
1446:  Wierzą, że są członkami Humanity Frontu, organizacji non-profitowej, która chciała, żeby Unia miała ograniczenie nauk biotechnologicznych.
1456:  Człowiek wpadł w fabrykę Sariffa i znaleźł maszynistów pracujących na powierzchni na najnowszym ogniem wojskowym, nazywanym Tyfunem.
1465:  Sariff wysłał mnie, by go odzyskać.
1466:  I kiedy to zrobiłem, znaleźłem jedną z jednej z najnowszych fabryk na świecie.
1471:  Wyłączona była z implantami cerebralnymi, próbując zapisać jej klasyfikowane specyfikacje.
1477:  Oczywiście coś więcej się stało.
1482:  Ogg zabił się przed tym, bym mógł go zastanowić.
1485:  Saryf zaprosił mnie, by dostać głębokość, więc za pomocą Franka Pritcharda, Saryfa, przewodniczącego cyberbezpieczeństwa, zrobiłem to.
1493:  Wygląda na to, że drugi hacker kontrolował akcje Oggu z jakiegoś miejsca.
1496:  Pritchard i ja traktowaliśmy jego sygnał do tajemnicy internacji FEMA w Detroitu.
1503:  Byli tam mercenarze Black Ops.
1505:  Taki sam Merck, który zostawił mnie na śmierć 6 lat temu.
1509:  Myślałem, że próbują znowu, kiedy mnie zobaczą.
1512:  Nie było tak łatwo dla nich w tej chwili.
1516:  Wyciągnąłem tank na imię Barrett.
1518:  Nawet znalazłem jego połączenie.
1520:  Osobne pomieszczenie w Chinach.
1522:  Oczywiście, znowu znaliśmy, że to będzie krzyk w końcu.
1533:  W filmie jest ewidentnie ciszej niż reszta gry.
1536:  Hengsha była rozczarowująca, że nie można było poczuć tej modułowości, lokacji.
1543:  Bardzo tego żałuję.
1563:  Bell Tower Associates, firma prywatna, która zgłosiła się do kontraktu... Jak zobaczyłem Henshaw po raz pierwszy, to podwójne miasto, ocha.
1569:  ...to Azja zniszczyła się, kiedy przyjechałem.
1574:  Tylko nie z powodu tego, czego oczekiwałem.
1576:  Wyglądało się, że człowiek, który tam mieszkał, był kryminalnym hackerem, nazywanym Van Bruggenem.
1580:  Tym samym hackerem, który zajmował się kontrolą ogonu w fabryce Sarah.
1583:  Zdecydowanie panikującego Van Bruggenu, aby zmusić człowieka do śmierci, to był błąd.
1586:  Teraz jego partnerzy mercenarii bronili się za nim.
1589:  I ja musiałem go znaleźć, zanim to zrobiło.
1594:  Lokowanie Van Bruggen oznaczało granie z triadami, zorganizowaną kriminalnością.
1600:  Mieli zakończyć się w hotelu kapseli z małym kosztem.
1604:  Kiedy go znalazłem, Van Bruggen nie miał pojęcia, czy wydać mu kobietę.
1609:  Zhao Yunru, prezydent Medycznej Korporacji Taiyung.
1615:  Zgodnie z Van Bruggen, Zhao chciał monopolizować branżę rozwiniętej, i złożył mercenariuszów Black Ops, by destabilizować swoją konkurencję.
1623:  Sarif Industries stał się na jej listie.
1628:  Aby to pokazać, musiałem wejść do T.I.M.
1630:  i zabrać kontrolę na jego serwerze.
1632:  Wydawało mi się, że Van Bruggen ukrywał coś, kiedy mi to powiedział.
1636:  Ale nic nie mogło mnie przygotować do tego, co widziałem.
1639:  Megan nie była śmiercią.
1640:  Ona i jej cztery najlepsi naukowcy zostały zablokowani.
1646:  Spirytowani gdzieś tam, a ich zablokowani robili to wyglądać, jakby byli śmierci.
1654:  Ciesząc się, żeby dowiedzieć się więcej, spotkałem się z Zhao w swojej kuchni.
1659:  Wierzyła, że jest w większym planie, a wskazywała się na grupę, która jest tak silna, że kontroluje globalne interesy.
1666:  Potem wpadła w kamerę panikującą i zniszczyła swoje życie.
1669:  Musiła zrobić to dobrze, jaka jest sytuacja.
1671:  Zastanawiałem się, że Zhao kłócił.
1675:  Kolejna część jej stwierdzenia miała sens.
1678:  Dawid Sareff był martwy o swoich ludzi.
1681:  Tak martwy, że wymagał, żeby wszystkie z nich miały aplikacje subdermalogiczne, chirurgicznie implantowane.
1688:  GPL-y były rozgrywane na dzień ataku, ale Zhao wysłał jedyny dziennik do PIKUS, świadomego świadomego globalnego satelitów 24h, który wyłączył swój sygnał.
1702:  Potrzebowałem jeździć do zespołu PIKUS w Montrealu, gdybym chciał się dowiedzieć więcej.
1714:  Eliza Kassan.
1715:  Pierwsza dziewczyna informacji PIKUS.
1717:  Alek myślał, że dotarł, kiedy powiedziałem, że Eliza była w tym zaangażowana.
1719:  Najnowsza informacja na świecie, pracująca z drużyną mercenariów.
1727:  Ale kiedy spotkałem Cassana w jej oficji, udowodniła, że zamknęła satelity z Detroita, w noc Megan z drużyną mogła go zabrać.
1734:  Od tego czasu, że od razu podążała za jej urządzeniami, wiedziałem, że chciał o tym mówić więcej.
1739:  Ale black-op mercenarzy pojawiły się, szukając nas obok.
1744:  I tak samo, jak rozmawiałem z Elizą.
1748:  To było niebezpieczne.
1749:  Merks został skończony przez ograniczonego mordercza, z którym przebiegłem dwa razy.
1755:  Federova.
1756:  Polecam Demons zacząć od Human Revolution.
1759:  Absolutnie nie polecam zaczynać od Mankind Divided.
1773:  Ale Fedorova została zakończona i nikt nie został, aby zatrzymać Elizę.
1779:  Ona znowu pojawiła się.
1780:  Wygląda na to, że pierwsza kobieta wiadomości Pajkas nie była kobietą.
1785:  Była to programem AI, kształtującym monitorowanie i kontrolę tego, co ludzie wierzyli.
1790:  Eliza powiedziała mi, że Merks wprowadził doktor z Humanity Frontu, Isaiah Sandoval.
1797:  Żeby uniknąć impleksów trakcyjnych dla naukowców, podczas gdy satelity z Detroita zostały zakończone.
1803:  Powiedziała mi również, żeby rozmawiać z Davidem Seraphem, jeśli chciałbym się dowiedzieć więcej.
1810:  Kiedy Malek i ja wróciliśmy do Detroita, krzywdy pomiędzy normalnymi i ograniczonymi obywatelami dotarły do rzucenia.
1817:  Wielu miast zostało zniszczone.
1819:  Unia Unii starała się interweniować.
1822:  Seraph próbował ciężko przekonać Hugha Darrowa, inwentora technologii technologicznej, która jest głównym propozycją technologii technologicznej, aby pomóc powstrzymać możliwy głos regulacyjny.
1833:  O, Hugh Tarrow, jak to jest świetnie napisana postać.
1845:  Ja nie wiem, czy mi polecą ACA teraz Deus Ex I ludziom, którzy chcą dopiero wejść do tego świata, jednak można odstraszyć graficznie mocno.
1855:  Ale tak, był świetnie.
1857:  Tam był rozwinięty ten wątek spisków.
1861:  Zdecydując się na to, traktowałem Sandovala przez najbardziej wyraźny przeciwnik w Ameryce.
1868:  Bill Taggart.
1869:  Boss Sandovala i fundator Humanity Front.
1872:  Sandoval przyzwyczaił się do działania na drużynie Megan, kiedy go spotkałem, ale powiedział, że nie odrzucił ich GPL-ów.
1879:  Tylko zmienił ich do innej frekwencji.
1882:  Pritchard mógł znaleźć jeden z sygnałów do Chin.
1886:  Deus Ex 1, nawiasem mówiąc, miał muzykę McCona czy nie, bo nie pamiętam.
1891:  No właśnie, ten wątek Illuminati w Human Revolution był przykryty zupełnie.
1899:  Tak, ja bym zrobił, zgadzam się, gdyby Arkane Studios zrobiło remake Deus Ex 1, byłoby genialnie.
1913:  Sygnał traktowania poszła do triadów.
1915:  Szczególnie do obrębów Tong Si-hung, lidera zespołu obrębów.
1919:  Tong powiedział, że zabrali obręb z korpusa, którego Bell Tower zostawił w ich drzwi.
1927:  To znaczy, że przynajmniej jeden z naukowców seryficznych umarł.
1932:  Może nie ostatni.
1936:  To jest Ghost in the Shell, absolutnie.
1938:  Rewelacja.
1962:  Jeśli nie dla niebezpiecznego przyjaciela nazywanym Quinnem.
1965:  W zamian za moją pomoc w wywołaniu Bell Tower, odszedł do mnie na drugim samochodzie, pochodzącym do Singapura.
1972:  Zmieniłem się w biotechicznym instalacji, nazywanej Omega Ranch.
1977:  Tak, to jest Missing Link.
1996:  Z pomocą naukowców trafiłem Megan do prywatnej części rynku.
2000:  Tam przejechałem do Yaron Namir.
2004:  Tak, Katos pisze, że pamięta wspinanie się na stację benzynową w pierwszym Deus Exie.
2008:  Tak, co byłem zajęł u Steama.
2017:  Uwielbiam wystrój tego wnętrza, mógłbym w takim mieszkać.
2021:  Mógłbym mieć taki płaszcz.
2044:  Wszędzie na świecie ludzie ogromne wlewały się do zabójstwa.
2048:  Darrow zniszczył wszystkich.
2049:  I to było dla mnie, żeby ustawić prawo.
2052:  Aby to zrobić, musiałem dotrzeć do Panchea, ogromnej instalacji w oceanie artykułowym.
2058:  Podczas ruchu przez korzysty zbudowanej przez wszelkie działalności ogromne, widziałem śmierć i zniszczenie w pierwszej części.
2066:  Kiedy zamknąłem rozdział Darrowa, wiedziałem, co zrobił.
2071:  I teraz jedna smutna rzecz, bo ja pamiętam naszą decyzję,
2096:  Myślałem, że mogę uratować świat.
2097:  Teraz patrz na to.
2124:  W kolejnym ogólnym atakowaniu, 251 pasażerów z ulicy Sista 451 zostało zabitych.
2131:  Kiedy ogólny pasażer wpadł do kokpitu samolotu i nienawidził swojego klucza.
2151:  Oczywiście, że musiałem potężnie kliknąć.
2153:  Jest i Eliza Kasampi teraz dzięki zdążyłem na wspierających.
2161:  Tak jest, będziemy w Dubajewie.
2166:  I teraz?
2167:  Czyżby to wyglądało lepiej niż nowe gry?
2171:  Hmm... Jak to możliwe?
2176:  Nie będzie się na nas kłamać, Hansa.
2178:  A, tak.
2178:  No, jeśli zrobię to, McCready, zapewnię, że nigdy go nie zobaczę.
2183:  A ja będę mieć problemy z tobą?
2186:  Nie, panie.
2187:  Nie ma powodów, żebyś to zauważył.
2188:  Dobrze.
2189:  Bo ty jesteś jedynym operatorem w tej drużynie.
2195:  I zalecam, żebyś się z tobą dobrze używał.
2202:  Słuchajcie, wszyscy!
2203:  Mamy zastój, tak.
2204:  Barylimy się na naszą głowę i nie możemy się wstrzymać.
2207:  Idziemy do tego człowieka.
2208:  Konkurencja, nazywa się Shepard.
2210:  Jest ex Bell Tower, jednym z specjalistów komandantów, który zniszczył się podczas incydentu.
2216:  Ale uciekł z pokoju.
2220:  To nie jest tak.
2222:  Wydaje się, że sprzedaje bronie i ograniczenia milicjalne do terrorystów.
2225:  To jest Aran Singh.
2226:  Współpracujący agent, który wyśpiewał Shepard ze swojego pokoju.
2230:  Najlepsze, co widzisz, co Interpol ma.
2234:  Ale trzy lata pracował ciężko, by go wstrząsnąć z Jinnem.
2237:  Irakijski kartel smuglujący, który zinfekcjonował Wschodnią Hemisferię jak płaszcz.
2242:  Wczoraj nasz podmiot armii stworzył wiadomość do Jinnu.
2245:  oferującym im sprzedawać mnóstwo sklepów turystycznych.
2248:  Powiedzieli, że będą to kupić Sing.
2251:  Nie podążą za tym, gdy Interpol zniszczy tę partię.
2255:  Czy Sing jest naprawdę tak dobry?
2256:  Jest teraz.
2258:  Musimy to tak utrzymać.
2261:  To jest miejsce, w którym się skończyły podróże.
2264:  Często zakończone hotel na wysokim poziomie, który został zakończony od dawna.
2270:  Nie jest to ładne zdjęcie.
2272:  Zgadza mi się, że większość pracowników została zakończona z ciężkimi rynkami.
2276:  Więc kiedy wydarzenie się zakończyło, i wszyscy byli schizofreniczni, to wszystko się zmęczyło bardzo szybko.
2282:  I nikt, oprócz niektórych żołnierzy, nie został zakończony od dawna.
2285:  Co jest planem, dyrektorze?
2287:  Singh spotyka Shepard na podłodzie.
2289:  W środku hotelu jest jego główny atrium.
2292:  Wysłał większość swojego drużyna do góry, aby uzyskać przystąpienie.
2296:  Chcę, żeby McCready i jego drużyna zajęli poszukiwania atriumu i zarejestrowali go.
2301:  Jensen, pójdziesz w soli z góry.
2303:  Objawy?
2303:  Zostaw ginę od włączenia się w partię.
2305:  Jak widać, tylko jedna droga łączy atrium do poziomu szpitala.
2308:  Jest to doskonały ślizg.
2310:  Tutaj.
2310:  Chcę, żebyś zablokowała dostęp do niej.
2312:  W porządku.
2313:  Połóż mnie.
2314:  Czy planujesz wierzyć tylko w twoje ultimaty na ten?
2319:  Podsumowuję, że weźmiesz trochę hardware.
2322:  Po prostu, żeby być pewnym.
2330:  To jest racja, Astaroth, że boom na krypto rzeczywiście mógł wpłynąć niestety na to, jak mamy w tej chwili, jaką mamy sytuację, ale mnie to przeraża.
2339:  Dosłownie niedawno parę osób mówiło nas tymi, Krzysztof, Krzysztof, Krzysztof, ograj nowego Cyberpunk'a, Rysław gra, odpalam to i to jest kupa po prostu, no kupa.
2350:  No nie, nie będę grał w kupę graficzną, niech się nauczą, niech coś ogarną.
2355:  I druga rzecz, jeszcze bardzo mocno jadą na naszej nostalgii, to znaczy mówią, o, będzie retro grafika, pikselarty, ohohoho, a tymczasem chodzi o to po prostu, żeby nie wypuszczać gier, które są wysoko zaawansowane graficznie.
2370:  Przecież nawet Elden Ring czy coś takiego, to nie wygląda jak gra z 2024 roku, to wygląda jak gra z 2018, 19 mniej więcej.
2380:  Red Dead Redemption 2 był przełomem, rzeczywiście.
2382:  Wiedźmin 3 był swego czasu przełomem, a później te przełomy przestały przychodzić.
2388:  Krztusiło, jak włączałem światełka na wozy policyjnej, świecił pichelon.
2391:  No tak, tak, Deus ex krztusił pecety, to prawda.
2395:  Bierzemy ogłuszającą absolutnie amunicję, zresztą bardzo fajnie też zauważycie, że wybór tak jak w jedynce, podoba mi się.
2402:  We've got a UC in there.
2404:  Might be easier to maintain his cover if he's not the only one still breathing when this is done.
2409:  Graficzny przemysł kosztuje za dużo czasu i czyni on gry gorszymi?
2421:  Jest dokładnie na odwrót w tej chwili Makov.
2429:  Cyberpack z Pathracingu jest przełomem?
2432:  Pewnym.
2433:  To prawda.
2434:  Zgodzę się, zgodzę się, masz rację, masz rację.
2438:  Natomiast, no właśnie, Starfield.
2439:  Weźcie dowolne Great Trip Away z dużych studiów, które wychodzą.
2443:  Kolejne Assassiny.
2443:  Każdy wygląda tak samo.
2445:  Żaden nie wyszedł poza przełomy graficznie z 2020... hmm... 2019 roku mniej więcej.
2455:  Horizon.
2456:  Też nie wygląda na 2022, 2024 i tak dalej.
2459:  God of War wygląda bardzo dobrze i się trzyma bardzo dobrze, to prawda.
2464:  Ale Horizon ma przecież idiotyczne momenty, zwłaszcza na zbliżeniach postaci.
2471:  Oby Kingdom Come dowiozło, oby.
2472:  Jest szansa, bo to mniejsze studio.
2476:  Droń długodystansowa, karabin usypiający, moi drodzy.
2479:  Oczywiście, że długodystansowa.
2480:  Well, I'm not looking to play dice with anyone in there.
2483:  Give me something with distance.
2485:  Your call.
2486:  Less chance of being seen and compromising seeing that way.
2490:  Jeszcze jedno, Jensen.
2492:  Singh powiedział, że dżin używa jakiegoś typu wi-fi do wzmocnienia komunikacji.
2496:  Ma lepszą szansę utrzymywania pokoju, jeśli go odzyskasz.
2499:  Zobaczmy na to.
2500:  Gdy nie byliśmy tu na klocku, powiedziałeś, że wchodzą szturmy.
2505:  Wchodzą.
2505:  I znalazłem inteligencję na tej misji w ostatnim minutie.
2509:  Więc skręcamy się trochę.
2511:  Jeśli o to chodzi, twoim najważniejszym priorytetem jest utrzymanie dżina z tego atriumu.
2518:  Tutaj też, o ile pamiętam, ale grałem w 2016, walki z bossami są możliwe do zrobienia nieśmiercionośnie.
2527:  Wukong zapowiada się dobrze graficznie.
2530:  Zobaczymy, 20-go będziemy ugrywać.
2532:  A już lubię te awionetki.
2536:  To jak się powie, awionetka nazwa po polsku, prawda?
2547:  LONDOWNIKI!
2557:  Tu niestety nie ma praktycznych walk z bossami.
2559:  Na szczęście.
2560:  Walki z bossami to była jedyna rzecz, która nie pasowała do Human Revolution.
2563:  Ooo.
2573:  Ojojoj, gra, która nie odbiera nam zdolności z pierwszej części, ponieważ mamy ambezję.
2579:  Tylko dalej masz szczep Icarus, oczywiście, że masz.
2585:  To jest to, co lubię.
2587:  I będzie genialnie rozwiązane.
2592:  Otrzymywanie nowych wszczepów.
2597:  Dobra.
2602:  Mam nadzieję, że nas nauczą sterowania na powrót, bo ja już nic nie pamiętam.
2610:  Wiadro do rzucania.
2611:  I widzicie, w ten sposób rozpoczyna się na tych streamach gry w Deus Exa.
2616:  Mianowicie wyrzucamy wszystkie wiadra,
2622:  w stronę Burj Khalify.
2625:  Tak należy.
2627:  Makov93, dzięki serdecznie za wsparcie od 10 miesięcy, ubolewam nad brakiem kolejnego Deus Exa.
2631:  Ktoś pisał, że nie mamy kolejnego Deus Exa z tego względu, że była jakaś klepawa gra o Avengersa.
2637:  Zasłaniasz lore kamerką.
2639:  To wolicie, żebym się przeniósł na stronę, gdzie jest mapa?
2644:  Nie będziecie wtedy widzieć mapy.
2646:  Ale faktycznie, jeżeli komunikacja jest, no macie rację, jeżeli komunikacja jest i dialogi po lewej stronie, no racja.
2656:  To ja się przeniosę.
2658:  Mądre.
2659:  Trudno.
2660:  Po co nam mapa?
2661:  Zapomniałem, to ja jej potrzebuję.
2664:  My nie potrzebujemy mapy.
2666:  Wy jesteście mapą.
2669:  Przestaw sobie sterowanie na Token Revolution, bo gra oferuje taką możliwość.
2672:  Serio?
2678:  A wydaje mi się, że z grubsza jest tak samo, może?
2684:  No Ctrl F, E interakcja.
2687:  No, no, no, no, no, tak, tak.
2688:  Wydaje mi się, że jest wszystko tak samo.
2696:  Dobrze.
2698:  Mam tylko tę broń, niestety.
2700:  Więc nacisnę mi Shift.
2703:  Dobrze.
2704:  Oj, oj, oj, oj, oj.
2707:  Ja autentycznie nic nie pamiętam.
2711:  Dobrze.
2713:  To niech stworzy mnie ze Scotu, chyba tak.
2718:  Uderzenie i kara ku.
2719:  Okej.
2721:  Straciłem szansę na epickie lądowanie.
2724:  Pachołek do rzucania.
2727:  Uwielbiam.
2728:  Już to współkapu to widział.
2730:  Spokojnie, spokojnie.
2732:  Niestety nie mogę jej... Chyba, że... Pa, to jest schowanie, tak.
2737:  What's wrong?
2738:  The djinn have got a few djennies up and running.
2741:  Gonna have to hack keypads.
2743:  You should enjoy it, McCready.
2744:  They have colors and shapes.
2746:  Just remember, red means bad.
2747:  Fuck you.
2750:  Redmond's bad.
2752:  Okej.
2755:  Nie dość, że nie ma rozwoju grafiki, pisze Webziam, to gameplay też w zasadzie stoi w miejscu, tak jak RTSy nie są rozwijane.
2761:  RTSy nie są rozwijane, FPSy nie są rozwijane, FPSy zostały pożarte przecież przez cholerne Battle Royale.
2774:  Mogę rzucać pachołkami!
2780:  No już.
2782:  Artystycznie Just Whitey Elden is spoko, ale ja nie wiem, czy wytrzyma próbę czasu.
2786:  Zobaczymy.
2787:  Zobaczymy.
2789:  Takie Sekiro na przykład wytrzymuje.
2792:  Generalnie, jeżeli gra ma dobry projekt artystyczny, czyli art direction, to wtedy wytrzymuje dłużej.
2800:  Uuu, tu będzie jakiś lód.
2802:  Czy mogę zejść z tej drabiny, czy nie bardzo?
2804:  Eee, mewy!
2808:  Nie znoszę mewy.
2810:  Chyba, że to jest biała mewa, wtedy lubię.
2816:  Nie przeszkadza mi czułość myszy?
2818:  Widziałem, że ktoś o to zapyta za moment.
2821:  Mysz... Moja czułość myszy jest i tak już niska.
2828:  Zmniejszymy dwukrotnie.
2834:  Teraz będzie to bardziej akceptowalne dla graczy konsolowych.
2844:  To ja się może rozejrzę.
2849:  O, nie trzeba inwestować w siłę, żeby móc rzucać lodówką!
2854:  Doskonale!
2855:  Obrzucamy Burj Khalifa lodówką!
2858:  Fun fact!
2859:  W Burj Khalifa nie ma kanalizacji dobrej, w związku z powyższym przydaje im się lodówka.
2863:  Będą mogli tam chować swoje odchody i w ten sposób nie będą im się zaśmierdywać korytarze.
2872:  To jest jedyne rozwiązanie, moi drodzy.
2874:  Musimy dać dużo lodówek ludziom z Burj Khalify.
2878:  To tak, zupełnie tak jak w Krakowie, jest jedna z najbardziej elo dzielnic Wola Justowska, problem polega na tym, że tam nie ma kanalizacji.
2887:  W wielu domach.
2888:  I przyjeżdżają szambowozy.
2894:  Aby wykonać skok, naciśnij... To nie F?!
2900:  Nie no, chyba F!
2901:  F jest dla skoku.
2903:  Niemożliwe.
2908:  Aha, to będzie trudniejsze.
2911:  Dobrze.
2914:  Płynne... Popatrzcie, nie trzeba było liczyć hitboxów!
2919:  Krzysztof, ty niewłaściwie skaczesz!
2924:  Trzeba wyliczyć logarytm i wtedy wiesz, kiedy upadniesz!
2929:  Właściwie trzeba!
2932:  Właściwie!
2934:  Proszę bardzo, mamy kredyty jeszcze jakieś.
2939:  Przepraszam Was, że nie wyłączyłem reklam.
2941:  To jest celowe, z tego względu, że YouTube nie pokazywał streamów.
2945:  Bardzo przepraszam.
2946:  Jedyne, co mogę polecić?
2948:  Odpalcie z adblockiem.
